id,preview,energy,valence
2ItzX3u6ei3hrcXmKUX9to,https://p.scdn.co/mp3-preview/357fa307732eb391b4eda4293aad117b87fc83c9?cid=7b94cea739b042da8b24219ff35b9915,0.826,0.665
5bTsrCnX1xgjiZqGsArEQB,https://p.scdn.co/mp3-preview/f4f7074c158716c9935d88a5481af046fb0a5346?cid=7b94cea739b042da8b24219ff35b9915,0.974,0.707
1eHJEARuWp9t143vwWVXZq,https://p.scdn.co/mp3-preview/2b49cdfe0bb469ee3fa96b67feaa0eb66b71e5e8?cid=7b94cea739b042da8b24219ff35b9915,0.475,0.172
4jFib3CjxhnmZhRU8nB0Uu,https://p.scdn.co/mp3-preview/d9749e6d692e15aaf7a911ecb45dd1be29a537fd?cid=7b94cea739b042da8b24219ff35b9915,0.534,0.153
5eZlJtMphLUJKCRSRTFCPN,https://p.scdn.co/mp3-preview/000efc141ac338884c4b56bed932c6a9b08922d5?cid=7b94cea739b042da8b24219ff35b9915,0.415,0.576
1zF2kLLjEXsM744BFZwfLa,https://p.scdn.co/mp3-preview/825fa14b89f15a9be14f5895f5d780a47019acd1?cid=7b94cea739b042da8b24219ff35b9915,0.662,0.622
444I9ahdlN6zdGlpd90LA2,https://p.scdn.co/mp3-preview/6845aa53a1909172b7ec12f08f3f2abfe774f509?cid=7b94cea739b042da8b24219ff35b9915,0.811,0.855
7ifuJAlsjfPL6OCWYxNbhg,https://p.scdn.co/mp3-preview/9ec28770430f6b4984c96ccf664987c8e2a9b3cf?cid=7b94cea739b042da8b24219ff35b9915,0.952,0.865
2lN31y8JAgzQHqiFlo690M,https://p.scdn.co/mp3-preview/e58dbdbd2eef90d4fe505a1fb98a4768b0a1b0bc?cid=7b94cea739b042da8b24219ff35b9915,0.877,0.506
5LuB4kq5u1djzSzubiHcsX,https://p.scdn.co/mp3-preview/cf209948b3df39957bdefe175af393855dac9a87?cid=7b94cea739b042da8b24219ff35b9915,0.27,0.421
4wyieMJ7tvRY0dZ2xO86cB,https://p.scdn.co/mp3-preview/5d15356d93c8a97307abf5f2413ab6b71ab0a96b?cid=7b94cea739b042da8b24219ff35b9915,0.664,0.428
2XI1QjE1CU5T0G9jXArbbj,https://p.scdn.co/mp3-preview/8cd003f263e38e547177935afc4665ea229a6419?cid=7b94cea739b042da8b24219ff35b9915,0.369,0.53
7vYLlRzuztJwdXi3caDPhG,https://p.scdn.co/mp3-preview/689f2cab3527f2d04491c5925aeae685ce91b561?cid=7b94cea739b042da8b24219ff35b9915,0.4,0.453
6Gi4x9jMcUOMhlmK7Fvob2,https://p.scdn.co/mp3-preview/331331405af6d2a596f8db16b0053a8e982a0407?cid=7b94cea739b042da8b24219ff35b9915,0.385,0.483
0gA86tekabndoNdNv78SIK,https://p.scdn.co/mp3-preview/10101d35719b2c0c0164797248eda9bdc5b04e8d?cid=7b94cea739b042da8b24219ff35b9915,0.515,0.269
5CFqAfhLYbuIxXMp0T0px7,https://p.scdn.co/mp3-preview/7ac8dfc5101af4cac0bc678957c37e95d46e64b8?cid=7b94cea739b042da8b24219ff35b9915,0.197,0.819
6Gzk00n1g4ht04LyzBL6Ns,https://p.scdn.co/mp3-preview/67ef1fe0462e2c512d59a46e8fd248d3695955f9?cid=7b94cea739b042da8b24219ff35b9915,0.605,0.472
6oJXpAkdOG4U7vpePxaGfe,https://p.scdn.co/mp3-preview/4b787c861b2e9c5ecca5fef737eb6ab2efba8bd4?cid=7b94cea739b042da8b24219ff35b9915,0.321,0.238
0bcCkvmWlwKzlvgRSF0leb,https://p.scdn.co/mp3-preview/8953e113bf9276b262e8e807fcf586a985a71789?cid=7b94cea739b042da8b24219ff35b9915,0.641,0.928
3Zqy36EiXP7WlR3uZ9efTe,https://p.scdn.co/mp3-preview/3a467336007cde5d7db9d1f88789f3086bc132aa?cid=7b94cea739b042da8b24219ff35b9915,0.751,0.887
51SF61dG5QAQvf4XMZKncq,https://p.scdn.co/mp3-preview/f80a70865e1a825a70e50584ab2dd03a4748e200?cid=7b94cea739b042da8b24219ff35b9915,0.198,0.55
5MZCH37BUFNHmorSjNneKC,https://p.scdn.co/mp3-preview/2aed29e6fa929d0563054c282b249a85e8319a0f?cid=7b94cea739b042da8b24219ff35b9915,0.119,0.407
5FN2fcGqqfeWdmMJ8qgDta,https://p.scdn.co/mp3-preview/baf41e4ebab327319526318fd43127db573ebec8?cid=7b94cea739b042da8b24219ff35b9915,0.901,0.386
5FwxYWOzx7xnWCDyWWOzJ1,https://p.scdn.co/mp3-preview/69cee4535f02659c1ed4b967a9b7a7e870659d9a?cid=7b94cea739b042da8b24219ff35b9915,0.428,0.736
0jrKspPmNyXrX2FTl2kKgI,https://p.scdn.co/mp3-preview/f28690b23ce5cd7fe6d1a4c7d2db5e733b80aa0e?cid=7b94cea739b042da8b24219ff35b9915,0.487,0.848
4rSDFMGMvw9o9yBGrgx5BC,https://p.scdn.co/mp3-preview/91b157b05646cb16e218787fb1ab07d976f235a1?cid=7b94cea739b042da8b24219ff35b9915,0.822,0.961
6Gyk7ZHfFWo3d8U7poUEPs,https://p.scdn.co/mp3-preview/d0a3b3155b8d142fd988c8f221f60d0192a3a44a?cid=7b94cea739b042da8b24219ff35b9915,0.242,0.294
567UAkWoLBqZ709s3Qcbze,https://p.scdn.co/mp3-preview/022291c2e79340690b8e8dfd1c6084410fb5aa94?cid=7b94cea739b042da8b24219ff35b9915,0.601,0.68
06hy0gi5aLXcWRjnj9fgoh,https://p.scdn.co/mp3-preview/153cdb5556c86852edee34017c34d808d1cdcf1a?cid=7b94cea739b042da8b24219ff35b9915,0.801,0.4
0ZXfCqbSaymA9otjk7lIQS,https://p.scdn.co/mp3-preview/1dfc1c9a2cf9f75c7026a2b88b782a2630e2a3cd?cid=7b94cea739b042da8b24219ff35b9915,0.99,0.151
3uBjEUnGmq3JOhCEjFzHw8,https://p.scdn.co/mp3-preview/4400abfb42ebfabad025d9dcfd6e5a1fb0aaca9e?cid=7b94cea739b042da8b24219ff35b9915,0.737,0.224
0y7nguDRPWfKZGIZPRCE5q,https://p.scdn.co/mp3-preview/602d7f5091a93d7151e07280833bcfc77bd04eba?cid=7b94cea739b042da8b24219ff35b9915,0.228,0.541
3JLX8R2EP8pjNna83AEO7X,https://p.scdn.co/mp3-preview/e911e9ca4c8a25d7e173b1e79eda13ec30ddb351?cid=7b94cea739b042da8b24219ff35b9915,0.906,0.677
7A1G4cFoivSdoryjH9w2z6,https://p.scdn.co/mp3-preview/61d56432665b9dacc1904582ae31fb73f2aba207?cid=7b94cea739b042da8b24219ff35b9915,0.914,0.884
6p8eFfPw3nQkf37aT3AkmK,https://p.scdn.co/mp3-preview/bb99e155bf752929a0d1339f84675f36ca9a10b2?cid=7b94cea739b042da8b24219ff35b9915,0.866,0.227
2RaA6kIcvomt77qlIgGhCT,https://p.scdn.co/mp3-preview/2045675c3ff30411c283de17ddcf3952efd9234e?cid=7b94cea739b042da8b24219ff35b9915,0.961,0.491
4tYjuquiKvx2Pq6usRTVWB,https://p.scdn.co/mp3-preview/45e1314150925d8bc8e0144a2a8ab4b6bec2b491?cid=7b94cea739b042da8b24219ff35b9915,0.598,0.697
0RdUX4WE0fO30VnlUbDVL6,https://p.scdn.co/mp3-preview/3881f826d049b7606f794607870b8af8bfe4b9d9?cid=7b94cea739b042da8b24219ff35b9915,0.605,0.0783
7bNFkCSO1ofu3uzr6voY7T,https://p.scdn.co/mp3-preview/aec52a42c4cb464529daa816dd0682263ae6f8e0?cid=7b94cea739b042da8b24219ff35b9915,0.687,0.625
5e3YOg6fIkP0wD5TyxcHOH,https://p.scdn.co/mp3-preview/4e3121903a17eb8fce2604ce9aab762028aa4413?cid=7b94cea739b042da8b24219ff35b9915,0.918,0.539
4Zc7TCHzuNwL0AFBlyLdyr,https://p.scdn.co/mp3-preview/66a6b7102df35ce9e83d29f8f5092ad529eaa14e?cid=7b94cea739b042da8b24219ff35b9915,0.943,0.458
70YvYr2hGlS01bKRIho1HM,https://p.scdn.co/mp3-preview/8eca30041aa528c012a2f0aa2e76eea8c12fd03a?cid=7b94cea739b042da8b24219ff35b9915,0.64,0.606
4f3RDq9nYPBeR1yMSgnmBm,https://p.scdn.co/mp3-preview/a887493b2a5995230f606074a43f14a9410f9be6?cid=7b94cea739b042da8b24219ff35b9915,0.833,0.532
5BM618dNRZxN40mCCMFjP0,https://p.scdn.co/mp3-preview/4f7462ba936e15f87f06662f0a175a3b148aa19a?cid=7b94cea739b042da8b24219ff35b9915,0.981,0.237
72ahyckBJfTigJCFCviVN7,https://p.scdn.co/mp3-preview/d1beb65ba6e228a6468118bb05f7c9d05611878e?cid=7b94cea739b042da8b24219ff35b9915,0.867,0.805
30jsPpxLvSCYTTTtdjRzBp,https://p.scdn.co/mp3-preview/eaeaf5951110a822095d91d144b0e53b41ca3d54?cid=7b94cea739b042da8b24219ff35b9915,0.461,0.828
6w8dBm5KlXxWejYrbGS1EJ,https://p.scdn.co/mp3-preview/38291f71b2b32fbf70dba67005c8398787eb6da1?cid=7b94cea739b042da8b24219ff35b9915,0.825,0.516
2SrVGpjv0mqCR6j9EZPSm2,https://p.scdn.co/mp3-preview/a7683718f17619a62cf07f98e1c448312d21754c?cid=7b94cea739b042da8b24219ff35b9915,0.97,0.595
65lKVwKPHakSbvmbifjpx2,https://p.scdn.co/mp3-preview/1c5efb53049763a94566cd4997f2c8a4b3f4647c?cid=7b94cea739b042da8b24219ff35b9915,0.905,0.32
41IShViF79gmulEkIHAjcb,https://p.scdn.co/mp3-preview/de3af749f5fd8ac800f9ceab51557c2cc2e5ab0c?cid=7b94cea739b042da8b24219ff35b9915,0.929,0.674
7j74lucZ59vqN67Ipe2ZcY,https://p.scdn.co/mp3-preview/06e8b5acc7afad6d29fe4d97c6cef445d2ef01ee?cid=7b94cea739b042da8b24219ff35b9915,0.498,0.823
0GTK6TesV108Jj5D3MHsYb,https://p.scdn.co/mp3-preview/f2dc5abc558a7b1bdb925ec630306f47e28c77a5?cid=7b94cea739b042da8b24219ff35b9915,0.798,0.89
7u0b4DthVvd2F2EzCiOx0Z,https://p.scdn.co/mp3-preview/ab56c7569472c9bf16982649892182397602ae85?cid=7b94cea739b042da8b24219ff35b9915,0.79,0.428
2QfcGf6OhxF2TK769d3rFs,https://p.scdn.co/mp3-preview/55b81be9fff18d6c6e63a9d1260dce7e7a4fcae1?cid=7b94cea739b042da8b24219ff35b9915,0.942,0.407
7D4EtbE7LfQiH8CWj7fQoz,https://p.scdn.co/mp3-preview/97cc0ef7a0a8611ead94b8883201770a1ce37059?cid=7b94cea739b042da8b24219ff35b9915,0.306,0.0643
2Sh3g4QYQrIAsvgfTXmSaX,https://p.scdn.co/mp3-preview/a7e79e67acda3f841498e2de39524a3ebfaec71f?cid=7b94cea739b042da8b24219ff35b9915,0.685,0.696
5BXj1QDRU77J1ngVavG1tI,https://p.scdn.co/mp3-preview/3a10412b1989874855ee9b1a8ca0767b72054b46?cid=7b94cea739b042da8b24219ff35b9915,0.676,0.623
35k31HZI4z9PbBOioaI4dZ,https://p.scdn.co/mp3-preview/3fb4df4d5c847e68185ab29628e1a09006fe8e01?cid=7b94cea739b042da8b24219ff35b9915,0.766,0.774
4OdhffpvG3HxDJMxYOKh97,https://p.scdn.co/mp3-preview/770bc867bf9c3350bfb2dbb4303135398afd136d?cid=7b94cea739b042da8b24219ff35b9915,0.642,0.631
4ZhPLoMzZwewHLLjV1J15c,https://p.scdn.co/mp3-preview/b08d7121360ab621d22dfcd603db95ff645ef280?cid=7b94cea739b042da8b24219ff35b9915,0.555,0.504
5Hyr47BBGpvOfcykSCcaw9,https://p.scdn.co/mp3-preview/803445282b3832f5930941b0785bdaf579acf5b0?cid=7b94cea739b042da8b24219ff35b9915,0.683,0.896
4oDZ5L8izBals6jKBJDBcX,https://p.scdn.co/mp3-preview/4f5a5a4f0333addbb048e2781f3daa1e5df74855?cid=7b94cea739b042da8b24219ff35b9915,0.654,0.616
77XQA2fCyPEJyA62nXe6kZ,https://p.scdn.co/mp3-preview/604ca2bc365241a04bd2372690e5cb6cd7cd30cf?cid=7b94cea739b042da8b24219ff35b9915,0.453,0.927
00X8QXyQ4QAkcpeGzcg5bC,https://p.scdn.co/mp3-preview/b398f0448fe47ee42a24d6f9e0ff280f1ba2ccf9?cid=7b94cea739b042da8b24219ff35b9915,0.645,0.458
2iWTHXaFtRSMhd5OLpYD7f,https://p.scdn.co/mp3-preview/118cb2d35af05b5524abf77b58eef998bad7b61e?cid=7b94cea739b042da8b24219ff35b9915,0.804,0.935
4VmmNHz5nigftA0B3GR0M5,https://p.scdn.co/mp3-preview/81d9f2a93e265bea7b1bcf8814d07c910f2f041a?cid=7b94cea739b042da8b24219ff35b9915,0.79,0.538
5Dqik1P9toCJTLj5rEm78s,https://p.scdn.co/mp3-preview/5fac1ad37d0bd88d91ba477469c800c2af63b48e?cid=7b94cea739b042da8b24219ff35b9915,0.905,0.644
0YXwDZhN6Otf5I3DVp9agT,https://p.scdn.co/mp3-preview/1b0192b070afef1b29ab701caf853809e6386542?cid=7b94cea739b042da8b24219ff35b9915,0.804,0.83
5g6nzsOxwxdoj6sqAl0NXB,https://p.scdn.co/mp3-preview/e99e5142c31b48512215be48f1da19fe9a0b3402?cid=7b94cea739b042da8b24219ff35b9915,0.925,0.611
1YPXe8H3ea1UNhA9kjy3PC,https://p.scdn.co/mp3-preview/3fe2c61f9a573f04f813e7be3ff15fd0c5a1619c?cid=7b94cea739b042da8b24219ff35b9915,0.825,0.861
4aVuWgvD0X63hcOCnZtNFA,https://p.scdn.co/mp3-preview/ae5b5990efb6105af7ccf2d5b2690c1bdb08cdf3?cid=7b94cea739b042da8b24219ff35b9915,0.898,0.808
7GTcfdzY73zsDINXbBzV7B,https://p.scdn.co/mp3-preview/9d3a4917faa62808b98649d0e9af2a0942a5562f?cid=7b94cea739b042da8b24219ff35b9915,0.686,0.843
78FHUZRbFDCG6VkRAQdFLm,https://p.scdn.co/mp3-preview/a5e3b1d4b6fed0b708bcf8d159619652a3eed724?cid=7b94cea739b042da8b24219ff35b9915,0.5,0.443
1ot6jEe4w4hYnsOPjd3xKQ,https://p.scdn.co/mp3-preview/561e7f455013c0307a17b0551b95b1ae71a20375?cid=7b94cea739b042da8b24219ff35b9915,0.868,0.798
2m0M7YqCy4lXfedh18qd8N,https://p.scdn.co/mp3-preview/0efbf9a29e201df87897e8d69f17699933280e87?cid=7b94cea739b042da8b24219ff35b9915,0.856,0.804
3SzoVeS9Eaxt6dmfXF0fPo,https://p.scdn.co/mp3-preview/dbb08650338d021bfb91911d6f66789bf13284fa?cid=7b94cea739b042da8b24219ff35b9915,0.185,0.161
5NBPV2NQTepcZy1fD2KI43,https://p.scdn.co/mp3-preview/99ace2a0839569f3a3db73097a832b11f4b5319f?cid=7b94cea739b042da8b24219ff35b9915,0.519,0.781
1MzFmVDSl7Vm00f3Hw4Xfx,https://p.scdn.co/mp3-preview/673e5dcd6cee99d3027ff86a59743936d52c8a68?cid=7b94cea739b042da8b24219ff35b9915,0.506,0.447
2OgVsp77En2nju8pnCieVU,https://p.scdn.co/mp3-preview/57724bb53662b30cad5267702d832a32fdc93931?cid=7b94cea739b042da8b24219ff35b9915,0.469,0.433
4AX3HUxF377bqmKfqC0s2N,https://p.scdn.co/mp3-preview/8b2cd0d12850259792254d8da55f8e5f7902b2bc?cid=7b94cea739b042da8b24219ff35b9915,0.738,0.704
3IewEOTUCmg5Wdo2fHx4U8,https://p.scdn.co/mp3-preview/6ad109d821e2ac975993e5e7c088739c528531fb?cid=7b94cea739b042da8b24219ff35b9915,0.703,0.595
1YGZyfvdgZxzipWoWYVKxi,https://p.scdn.co/mp3-preview/a3a3c56bebc640c0f781a818ba67d773aea7c535?cid=7b94cea739b042da8b24219ff35b9915,0.782,0.305
6JNJERZGJwDVgkmbohBw7u,https://p.scdn.co/mp3-preview/465e584ee02452b800239f08b5c2aa38143c6faf?cid=7b94cea739b042da8b24219ff35b9915,0.686,0.778
3iWQWuyAKNgqu3YqIy80mJ,https://p.scdn.co/mp3-preview/064a5a8232c71e6487b501118490face60c96fb1?cid=7b94cea739b042da8b24219ff35b9915,0.672,0.887
1hbB7wFZ28n5vOfMEEY2Jw,https://p.scdn.co/mp3-preview/e185da70cf92db443d3cd009c87a98d4e769aa7e?cid=7b94cea739b042da8b24219ff35b9915,0.25,0.0547
5OtK7MJ1VE80m60X1OSR4h,https://p.scdn.co/mp3-preview/f9e71780b7e8eca19e8d117e816db23e5b7cd719?cid=7b94cea739b042da8b24219ff35b9915,0.865,0.925
3LFdvM7nIV8t02zyhYLvJo,https://p.scdn.co/mp3-preview/7cf5ac17cee97f2ca62353c916c454ac2a4abdcc?cid=7b94cea739b042da8b24219ff35b9915,0.414,0.532
0Z9UkcT1pnrmLciUJPcMMS,https://p.scdn.co/mp3-preview/99a4f9c6c5ec95db5ef3343a1cd6e06fa0b524fa?cid=7b94cea739b042da8b24219ff35b9915,0.802,0.729
1wM7EO7FKR0i26UqLN9p2l,https://p.scdn.co/mp3-preview/5a708441edc013fa204678530877123daf6f93a1?cid=7b94cea739b042da8b24219ff35b9915,0.787,0.928
6y9VZNRczyKeQihebHSMJ8,https://p.scdn.co/mp3-preview/c3bff436d7804d346ee69aab95544a5adfb3dead?cid=7b94cea739b042da8b24219ff35b9915,0.767,0.974
0jdso14vaFnpRazMLEZovF,https://p.scdn.co/mp3-preview/b8335604fdec470ed7a6a77c7777516b9d627541?cid=7b94cea739b042da8b24219ff35b9915,0.695,0.472
4vLBnQtece15fFhqWxZvJP,https://p.scdn.co/mp3-preview/367992646536bf9f6b9ad9056fd0386b998b9dd2?cid=7b94cea739b042da8b24219ff35b9915,0.453,0.74
1sFZc6xKUge2xe7B6NhFhF,https://p.scdn.co/mp3-preview/8a364a2dd5ec1e65d0adecefa248116bc7ead9a4?cid=7b94cea739b042da8b24219ff35b9915,0.853,0.563
7CFfqRW50ffULvBv7lfIIg,https://p.scdn.co/mp3-preview/3acb65ff0a431c9814bbccb4c8447ba7ece694a5?cid=7b94cea739b042da8b24219ff35b9915,0.755,0.411
5IKOP7O2tvGvH8AxUzCxT3,https://p.scdn.co/mp3-preview/280b2b82d3f672a9d6f5d756eafdfa5dd83ec851?cid=7b94cea739b042da8b24219ff35b9915,0.642,0.191
6VpNGCU2ig4NQmsLfALdJU,https://p.scdn.co/mp3-preview/ac7b9e42a0b5e398694f3771fd0d8998e7d8aff8?cid=7b94cea739b042da8b24219ff35b9915,0.362,0.292
4h8lzhTydhLQDtRGRJHu3W,https://p.scdn.co/mp3-preview/fcecf16860183b92f6a3f8d98b853bdb6a639784?cid=7b94cea739b042da8b24219ff35b9915,0.761,0.425
27OeeYzk6klgBh83TSvGMA,https://p.scdn.co/mp3-preview/a1514ea0f0c4f729a2ed238ac255f988af195569?cid=7b94cea739b042da8b24219ff35b9915,0.413,0.467
2kS6td1yvmpNgZTt1q5pQq,https://p.scdn.co/mp3-preview/f7ea49e6d92e99190acff02665f2ce2b6de1da99?cid=7b94cea739b042da8b24219ff35b9915,0.922,0.49
7zq5x9YOTJpeGMy3Wolo3F,https://p.scdn.co/mp3-preview/d3d6959ca9c7568f27defe7ee266356c2109099f?cid=7b94cea739b042da8b24219ff35b9915,0.74,0.964
25z6kpmIwkCUqk2IORrJ5v,https://p.scdn.co/mp3-preview/68cfb61f4d9df0fa36d0d0ad08244c7c4a0c990c?cid=7b94cea739b042da8b24219ff35b9915,0.45,0.302
6qWEpnyU43Bcrx3vfbGuVm,https://p.scdn.co/mp3-preview/9369fb61c130428ff6d37569bf9ad823e057c797?cid=7b94cea739b042da8b24219ff35b9915,0.964,0.796
2BHj31ufdEqVK5CkYDp9mA,https://p.scdn.co/mp3-preview/6a78e9a3193b6f73617174db02acaa999f988918?cid=7b94cea739b042da8b24219ff35b9915,0.747,0.792
4wYJHjWVZZYEUc1dNXNwFd,https://p.scdn.co/mp3-preview/e79d39696fee9ea8dbb5410998918dceb68f40c7?cid=7b94cea739b042da8b24219ff35b9915,0.866,0.696
2FX5HPP1FNNuLlt2UU9os7,https://p.scdn.co/mp3-preview/2203b528b3c7a80e5e0cbf196a56172e43322445?cid=7b94cea739b042da8b24219ff35b9915,0.446,0.141
6PTA5Oe1LEHbMlHdf64dnw,https://p.scdn.co/mp3-preview/b6770760682dac91331fae7bafff0ced69199817?cid=7b94cea739b042da8b24219ff35b9915,0.691,0.597
5dntGTbUtmUO239wQ0k3yM,https://p.scdn.co/mp3-preview/7959d1ecab277100a0f6edc76fd3d8144a7da756?cid=7b94cea739b042da8b24219ff35b9915,0.718,0.297
2qLSXZuIHMsKydCEFDchc3,https://p.scdn.co/mp3-preview/b3363e8e56f2c922ff7817d62d315af6c4681a4a?cid=7b94cea739b042da8b24219ff35b9915,0.581,0.352
0fFZDVMwx6JzhWbZiG7aCX,https://p.scdn.co/mp3-preview/69678d01d756de617a887f1d2c35e9e57ef991ec?cid=7b94cea739b042da8b24219ff35b9915,0.771,0.767
3tRPfCFAEv6wWyQO0YnGGV,https://p.scdn.co/mp3-preview/6f7671d11d99ad9c52ff720d39c72d59451de294?cid=7b94cea739b042da8b24219ff35b9915,0.891,0.517
22TntnVO3lQNDR5nsvxGRs,https://p.scdn.co/mp3-preview/b069d5e566062e964f175c345e5ceb2f5a7a213f?cid=7b94cea739b042da8b24219ff35b9915,0.523,0.15
2Q1s11otlyEtj80OgsqDFz,https://p.scdn.co/mp3-preview/4a85d957175973eff70cd1af3d49ba34de278a50?cid=7b94cea739b042da8b24219ff35b9915,0.371,0.568
69WpV0U7OMNFGyq8I63dcC,https://p.scdn.co/mp3-preview/b8ea2a3b22bc367219bb00c1cba4befef67c9fd5?cid=7b94cea739b042da8b24219ff35b9915,0.649,0.459
7bCfHiRcfUjG0YVVNUL7Ve,https://p.scdn.co/mp3-preview/c963d7fa7286d547b586f67517c8cc20178f0ee6?cid=7b94cea739b042da8b24219ff35b9915,0.937,0.386
0WSa1sucoNRcEeULlZVQXj,https://p.scdn.co/mp3-preview/24c9fe39cdd30dfbaac134ffa1be9513c50ee4e4?cid=7b94cea739b042da8b24219ff35b9915,0.859,0.354
5jAvbp8kEnRPToi4Bzcvzt,https://p.scdn.co/mp3-preview/af81f65d21129eae8c1629a63540be250be06f37?cid=7b94cea739b042da8b24219ff35b9915,0.631,0.716
0ICmdwObj0R2hmV36I5SLV,https://p.scdn.co/mp3-preview/c48e783e9e1e88ccf7d0ddc1576a92bf986879e1?cid=7b94cea739b042da8b24219ff35b9915,0.879,0.962
0RE4crnT3jRms1xxVlEZx2,https://p.scdn.co/mp3-preview/4fea62fefcdd85a429a0b2ec5871dfbb482f1eb9?cid=7b94cea739b042da8b24219ff35b9915,0.496,0.716
7FjIYiD53wxlQmzTT6Wdpf,https://p.scdn.co/mp3-preview/8723dbc24085ce056e0341e06e1b5426ce764616?cid=7b94cea739b042da8b24219ff35b9915,0.399,0.211
4eHceQL93Re1ZiaY7kRZ7F,https://p.scdn.co/mp3-preview/d5d07353666e9ed90bbda393f708d7f2dba45867?cid=7b94cea739b042da8b24219ff35b9915,0.863,0.725
4xz7WX28IkmcaHv06lCezR,https://p.scdn.co/mp3-preview/e96674e106fd07df2d381bd42d7026cae62a5d81?cid=7b94cea739b042da8b24219ff35b9915,0.832,0.825
00LVKnJM1vgmQQDBHryDxl,https://p.scdn.co/mp3-preview/4e1fca558017c0bdf88bb08d4f7db09d886c0447?cid=7b94cea739b042da8b24219ff35b9915,0.831,0.884
0zMAvsQmaQ4DGsmXtKixpn,https://p.scdn.co/mp3-preview/2af2f158f770a371738ad89d27d950b8f514e6da?cid=7b94cea739b042da8b24219ff35b9915,0.755,0.165
5fdNHVZHbWB1AaXk4RBGVD,https://p.scdn.co/mp3-preview/ff447aa877ec9fd8e27cdb9e4adc771b0552cc87?cid=7b94cea739b042da8b24219ff35b9915,0.43,0.593
18V1UiYRvWYwn01CRDbbuR,https://p.scdn.co/mp3-preview/f69b074359a10d1d87d9e1cce7a67f64fff60e92?cid=7b94cea739b042da8b24219ff35b9915,0.197,0.284
2Rb6nYmuLEblpq4KIAjngL,https://p.scdn.co/mp3-preview/cd6ace1892ba25796a939179202d2fa031cc9b2b?cid=7b94cea739b042da8b24219ff35b9915,0.825,0.683
0jA4h2SD50Oak4C3Vn905a,https://p.scdn.co/mp3-preview/cc91a4a0c613617f1fee3ea7d54548a5b7b40db2?cid=7b94cea739b042da8b24219ff35b9915,0.905,0.562
1t2qYCAjUAoGfeFeoBlK51,https://p.scdn.co/mp3-preview/1352b3bac8e1afc1f7457a94702da3014d9bdfde?cid=7b94cea739b042da8b24219ff35b9915,0.915,0.5
5KbTBSGUvgDg75gIVhUaAW,https://p.scdn.co/mp3-preview/af3db7371ed7913513375e363fcd6b6dc8db4a15?cid=7b94cea739b042da8b24219ff35b9915,0.91,0.745
5NvOZCjZaGGGL597exlQWv,https://p.scdn.co/mp3-preview/f33b9063e8da2ccbc4f842fdd4319ecdadfe5868?cid=7b94cea739b042da8b24219ff35b9915,0.652,0.507
3brXaWuPsVScvYQKUh3Ijc,https://p.scdn.co/mp3-preview/f252dd3bf91a94cb615938c5b3fb0e724e5c5a78?cid=7b94cea739b042da8b24219ff35b9915,0.74,0.172
6Pgmqg15yVexuOgtzuxwoX,https://p.scdn.co/mp3-preview/351d39a633aadb8927a73716d73ac3e1f5a29468?cid=7b94cea739b042da8b24219ff35b9915,0.413,0.764
7KVBqGLGhrEejVokzYd8vF,https://p.scdn.co/mp3-preview/b848df6da4d7c6f9eb7bb3230bd33cb3ff3031ee?cid=7b94cea739b042da8b24219ff35b9915,0.659,0.504
1rRwwqteLePmi70PGaC8ah,https://p.scdn.co/mp3-preview/c5da3298489a4e5fb75ecc627af14eb4a02ad8ba?cid=7b94cea739b042da8b24219ff35b9915,0.646,0.323
7EQq2RCCbFOR7XnN5J1vTv,https://p.scdn.co/mp3-preview/efaec8d4dadd3bb604691aa16247af0669fc5899?cid=7b94cea739b042da8b24219ff35b9915,0.711,0.634
5BdvRCgKaJkDXRTiSW4ACX,https://p.scdn.co/mp3-preview/86a2bf233313782799a368905a6740c01f83b4af?cid=7b94cea739b042da8b24219ff35b9915,0.596,0.408
4kfjA6WfgKBt7I7YKuDCkU,https://p.scdn.co/mp3-preview/a2def1608df8460d1f8ac87a3d9b07b8479eeb56?cid=7b94cea739b042da8b24219ff35b9915,0.297,0.292
3wzk1F5yzkOl6aJE81pNkB,https://p.scdn.co/mp3-preview/cd239e0876aaaf68fb8bebae59803acf996119e2?cid=7b94cea739b042da8b24219ff35b9915,0.531,0.684
1yhft6ZqYadd4GOrKrmK3a,https://p.scdn.co/mp3-preview/06995edb36e54be5f4f81a61be20b7e56801d08f?cid=7b94cea739b042da8b24219ff35b9915,0.929,0.438
3a0BOn9fWnTCUqWpqE71Bb,https://p.scdn.co/mp3-preview/4b0392dd7690cc254ceb51afb0ba546c84433277?cid=7b94cea739b042da8b24219ff35b9915,0.261,0.169
1mrQYY0NATPCe7WOYcCKf1,https://p.scdn.co/mp3-preview/5ad324454efa19275266e99e70bdcce9e30d18d3?cid=7b94cea739b042da8b24219ff35b9915,0.65,0.589
7lT1dCz96jANsLAAADlfIg,https://p.scdn.co/mp3-preview/e1fd7a6e0210ec5a4e4c3420b2a475d49281361a?cid=7b94cea739b042da8b24219ff35b9915,0.841,0.794
3VvA1wSxukMLsvXoXtlwWx,https://p.scdn.co/mp3-preview/64269c7ce40d69c25921056b0fa462f956625aec?cid=7b94cea739b042da8b24219ff35b9915,0.756,0.828
0oHEteATZnAZuA9dl1dXF3,https://p.scdn.co/mp3-preview/8ef965b76b8ce93576a42767d777558cc7725d57?cid=7b94cea739b042da8b24219ff35b9915,0.649,0.351
